
--- INICIO PIPELINE MOSCAS 2026-03-30 17:42:26.066087 ---
21:57:09 | RAM: 55.9GB | Proc: 1.0GB
21:57:10 | RAM: 55.9GB | Proc: 1.0GB
21:57:20 | RAM: 55.8GB | Proc: 1.0GB
21:57:21 | RAM: 55.7GB | Proc: 1.0GB
21:57:30 | RAM: 55.8GB | Proc: 1.0GB
21:57:32 | RAM: 55.8GB | Proc: 1.0GB
21:57:41 | RAM: 55.9GB | Proc: 1.0GB
21:57:43 | RAM: 55.9GB | Proc: 1.0GB
21:57:51 | RAM: 55.8GB | Proc: 1.0GB
21:57:54 | RAM: 55.8GB | Proc: 1.0GB
21:58:02 | RAM: 55.8GB | Proc: 1.0GB
21:58:05 | RAM: 55.8GB | Proc: 1.0GB
21:58:13 | RAM: 55.9GB | Proc: 1.0GB
21:58:16 | RAM: 55.8GB | Proc: 1.0GB
21:58:24 | RAM: 55.9GB | Proc: 1.0GB
21:58:26 | RAM: 55.8GB | Proc: 1.0GB
21:58:35 | RAM: 55.8GB | Proc: 1.0GB
21:58:37 | RAM: 55.8GB | Proc: 1.0GB
21:58:46 | RAM: 56.0GB | Proc: 1.0GB
21:58:47 | RAM: 56.0GB | Proc: 1.0GB
21:58:57 | RAM: 56.0GB | Proc: 1.0GB
21:58:58 | RAM: 55.8GB | Proc: 1.0GB
21:59:08 | RAM: 55.9GB | Proc: 1.0GB
21:59:09 | RAM: 55.9GB | Proc: 1.0GB
21:59:18 | RAM: 56.0GB | Proc: 1.0GB
21:59:20 | RAM: 56.0GB | Proc: 1.0GB
21:59:30 | RAM: 56.0GB | Proc: 1.0GB
21:59:31 | RAM: 56.0GB | Proc: 1.0GB
21:59:40 | RAM: 55.2GB | Proc: 1.0GB
21:59:51 | RAM: 55.3GB | Proc: 1.0GB
22:00:01 | RAM: 55.2GB | Proc: 1.0GB
22:00:12 | RAM: 55.2GB | Proc: 1.0GB
22:00:23 | RAM: 55.2GB | Proc: 1.0GB
22:00:34 | RAM: 55.0GB | Proc: 1.0GB
22:00:44 | RAM: 55.2GB | Proc: 1.0GB
22:00:55 | RAM: 55.1GB | Proc: 1.0GB
22:01:06 | RAM: 55.2GB | Proc: 1.0GB
22:01:17 | RAM: 55.2GB | Proc: 1.0GB
22:01:27 | RAM: 55.1GB | Proc: 1.0GB
22:01:38 | RAM: 55.1GB | Proc: 1.0GB
22:01:48 | RAM: 55.3GB | Proc: 1.0GB
22:01:59 | RAM: 55.3GB | Proc: 1.0GB
22:02:10 | RAM: 55.2GB | Proc: 1.0GB
22:02:20 | RAM: 55.4GB | Proc: 1.0GB
22:02:31 | RAM: 55.4GB | Proc: 1.0GB
22:02:42 | RAM: 55.3GB | Proc: 1.0GB
22:02:53 | RAM: 55.4GB | Proc: 1.0GB
22:03:03 | RAM: 55.3GB | Proc: 1.0GB
22:03:14 | RAM: 55.3GB | Proc: 1.0GB
22:03:24 | RAM: 55.4GB | Proc: 1.0GB
22:03:35 | RAM: 55.3GB | Proc: 1.0GB
22:03:46 | RAM: 55.4GB | Proc: 1.0GB
22:03:57 | RAM: 55.3GB | Proc: 1.0GB
22:04:07 | RAM: 55.4GB | Proc: 1.0GB
22:04:18 | RAM: 55.5GB | Proc: 1.0GB
22:04:28 | RAM: 55.4GB | Proc: 1.0GB
22:04:39 | RAM: 55.4GB | Proc: 1.0GB
22:04:50 | RAM: 55.7GB | Proc: 1.0GB

--- INICIO PIPELINE MOSCAS 2026-03-30 22:04:57.249785 ---
22:04:57 | RAM: 55.7GB | Proc: 0.4GB
22:05:01 | RAM: 55.7GB | Proc: 1.0GB
22:05:08 | RAM: 55.9GB | Proc: 0.7GB
22:05:12 | RAM: 55.9GB | Proc: 1.0GB
22:05:19 | RAM: 56.1GB | Proc: 0.9GB
22:05:22 | RAM: 56.1GB | Proc: 1.0GB
22:05:30 | RAM: 56.1GB | Proc: 1.0GB
22:05:33 | RAM: 56.2GB | Proc: 1.0GB
22:05:40 | RAM: 56.1GB | Proc: 1.0GB
22:05:43 | RAM: 56.1GB | Proc: 1.0GB
22:05:51 | RAM: 56.2GB | Proc: 1.0GB
22:05:54 | RAM: 56.3GB | Proc: 1.0GB
22:06:02 | RAM: 56.2GB | Proc: 1.0GB
22:06:04 | RAM: 56.2GB | Proc: 1.0GB
22:06:13 | RAM: 56.1GB | Proc: 1.0GB
22:06:15 | RAM: 56.1GB | Proc: 1.0GB
22:06:24 | RAM: 56.2GB | Proc: 1.0GB
22:06:26 | RAM: 56.3GB | Proc: 1.0GB
22:06:34 | RAM: 56.2GB | Proc: 1.0GB
22:06:37 | RAM: 56.3GB | Proc: 1.0GB
22:06:45 | RAM: 56.2GB | Proc: 1.0GB
22:06:48 | RAM: 56.2GB | Proc: 1.0GB
22:06:56 | RAM: 56.1GB | Proc: 1.0GB
22:06:59 | RAM: 56.3GB | Proc: 1.0GB
22:07:07 | RAM: 56.1GB | Proc: 1.0GB
22:07:10 | RAM: 56.2GB | Proc: 1.0GB
22:07:18 | RAM: 56.2GB | Proc: 1.0GB
22:07:20 | RAM: 56.2GB | Proc: 1.0GB
22:07:28 | RAM: 56.1GB | Proc: 1.0GB
22:07:31 | RAM: 56.3GB | Proc: 1.0GB
22:07:39 | RAM: 56.1GB | Proc: 1.0GB
22:07:42 | RAM: 56.1GB | Proc: 1.0GB
22:07:50 | RAM: 56.3GB | Proc: 1.0GB
22:07:52 | RAM: 56.2GB | Proc: 1.0GB
22:08:00 | RAM: 56.2GB | Proc: 1.0GB
22:08:03 | RAM: 56.2GB | Proc: 1.0GB
22:08:11 | RAM: 56.1GB | Proc: 1.0GB
22:08:14 | RAM: 56.1GB | Proc: 1.0GB
22:08:22 | RAM: 56.3GB | Proc: 1.0GB
22:08:25 | RAM: 56.2GB | Proc: 1.0GB
22:08:33 | RAM: 56.3GB | Proc: 1.0GB
22:08:35 | RAM: 56.2GB | Proc: 1.0GB
22:08:44 | RAM: 56.2GB | Proc: 1.0GB
22:08:46 | RAM: 56.2GB | Proc: 1.0GB
22:08:54 | RAM: 56.3GB | Proc: 1.0GB
22:08:57 | RAM: 56.3GB | Proc: 1.0GB
22:09:05 | RAM: 56.3GB | Proc: 1.0GB
22:09:07 | RAM: 56.2GB | Proc: 1.0GB
22:09:16 | RAM: 56.3GB | Proc: 1.0GB
22:09:18 | RAM: 56.3GB | Proc: 1.0GB
22:09:27 | RAM: 56.4GB | Proc: 1.0GB
22:09:29 | RAM: 56.3GB | Proc: 1.0GB
22:09:38 | RAM: 56.3GB | Proc: 1.0GB
22:09:39 | RAM: 56.2GB | Proc: 1.0GB
22:09:49 | RAM: 56.3GB | Proc: 1.0GB
22:09:50 | RAM: 56.3GB | Proc: 1.0GB
22:09:59 | RAM: 56.5GB | Proc: 1.0GB
22:10:01 | RAM: 56.4GB | Proc: 1.0GB
22:10:10 | RAM: 56.3GB | Proc: 1.0GB
22:10:12 | RAM: 56.5GB | Proc: 1.0GB
22:10:21 | RAM: 56.3GB | Proc: 1.0GB
22:10:23 | RAM: 56.4GB | Proc: 1.0GB
22:10:32 | RAM: 56.5GB | Proc: 1.0GB
22:10:33 | RAM: 56.5GB | Proc: 1.0GB
22:10:42 | RAM: 56.4GB | Proc: 1.0GB
22:10:44 | RAM: 56.5GB | Proc: 1.0GB
22:10:53 | RAM: 56.4GB | Proc: 1.0GB
22:10:55 | RAM: 56.4GB | Proc: 1.0GB
22:11:04 | RAM: 56.3GB | Proc: 1.0GB
22:11:05 | RAM: 56.4GB | Proc: 1.0GB
22:11:15 | RAM: 56.4GB | Proc: 1.0GB
22:11:16 | RAM: 56.4GB | Proc: 1.0GB
22:11:25 | RAM: 56.4GB | Proc: 1.0GB
22:11:27 | RAM: 56.4GB | Proc: 1.0GB
22:11:36 | RAM: 56.3GB | Proc: 1.0GB
22:11:37 | RAM: 56.5GB | Proc: 1.0GB
22:11:46 | RAM: 56.3GB | Proc: 1.0GB
22:11:48 | RAM: 56.4GB | Proc: 1.0GB
22:11:57 | RAM: 56.4GB | Proc: 1.0GB
22:11:59 | RAM: 56.4GB | Proc: 1.0GB
22:12:08 | RAM: 56.3GB | Proc: 1.0GB
22:12:10 | RAM: 56.4GB | Proc: 1.0GB
22:12:19 | RAM: 56.4GB | Proc: 1.0GB
22:12:21 | RAM: 56.3GB | Proc: 1.0GB
22:12:30 | RAM: 56.5GB | Proc: 1.0GB
22:12:32 | RAM: 56.4GB | Proc: 1.0GB
22:12:40 | RAM: 56.4GB | Proc: 1.0GB
22:12:42 | RAM: 56.4GB | Proc: 1.0GB
22:12:51 | RAM: 56.4GB | Proc: 1.0GB
22:12:53 | RAM: 56.3GB | Proc: 1.0GB
22:13:02 | RAM: 56.5GB | Proc: 1.0GB
22:13:03 | RAM: 56.6GB | Proc: 1.0GB
22:13:13 | RAM: 56.4GB | Proc: 1.0GB
22:13:14 | RAM: 56.4GB | Proc: 1.0GB
22:13:23 | RAM: 56.5GB | Proc: 1.0GB
22:13:25 | RAM: 56.5GB | Proc: 1.0GB
22:13:34 | RAM: 56.6GB | Proc: 1.0GB
22:13:35 | RAM: 56.6GB | Proc: 1.0GB
22:13:45 | RAM: 56.5GB | Proc: 1.0GB
22:13:46 | RAM: 56.5GB | Proc: 1.0GB
22:13:55 | RAM: 56.5GB | Proc: 1.0GB
22:13:56 | RAM: 56.5GB | Proc: 1.0GB
22:14:06 | RAM: 56.4GB | Proc: 1.0GB
22:14:07 | RAM: 56.6GB | Proc: 1.0GB
22:14:17 | RAM: 56.5GB | Proc: 1.0GB
22:14:18 | RAM: 56.6GB | Proc: 1.0GB
22:14:28 | RAM: 56.5GB | Proc: 1.0GB
22:14:28 | RAM: 56.5GB | Proc: 1.0GB
22:14:38 | RAM: 56.5GB | Proc: 1.0GB
22:14:39 | RAM: 56.5GB | Proc: 1.0GB
22:14:49 | RAM: 56.6GB | Proc: 1.0GB
22:14:50 | RAM: 56.5GB | Proc: 1.0GB
22:15:00 | RAM: 56.6GB | Proc: 1.0GB
22:15:01 | RAM: 56.7GB | Proc: 1.0GB
22:15:11 | RAM: 56.6GB | Proc: 1.0GB
22:15:12 | RAM: 56.6GB | Proc: 1.0GB
22:15:22 | RAM: 56.7GB | Proc: 1.0GB
22:15:22 | RAM: 56.7GB | Proc: 1.0GB
22:15:33 | RAM: 56.6GB | Proc: 1.0GB
22:15:33 | RAM: 56.7GB | Proc: 1.0GB
22:15:43 | RAM: 56.5GB | Proc: 1.0GB
22:15:44 | RAM: 56.5GB | Proc: 1.0GB
22:15:54 | RAM: 56.5GB | Proc: 1.0GB
22:15:54 | RAM: 56.4GB | Proc: 1.0GB
22:16:05 | RAM: 56.6GB | Proc: 1.0GB
22:16:05 | RAM: 56.6GB | Proc: 1.0GB
22:16:15 | RAM: 56.5GB | Proc: 1.0GB
22:16:16 | RAM: 56.5GB | Proc: 1.0GB
22:16:26 | RAM: 56.6GB | Proc: 1.0GB
22:16:26 | RAM: 56.6GB | Proc: 1.0GB
22:16:36 | RAM: 56.5GB | Proc: 1.0GB
22:16:37 | RAM: 56.5GB | Proc: 1.0GB
22:16:47 | RAM: 56.5GB | Proc: 1.0GB
22:16:48 | RAM: 56.5GB | Proc: 1.0GB
22:16:58 | RAM: 56.6GB | Proc: 1.0GB
22:16:58 | RAM: 56.6GB | Proc: 1.0GB
22:17:08 | RAM: 56.6GB | Proc: 1.0GB
22:17:09 | RAM: 56.5GB | Proc: 1.0GB
22:17:19 | RAM: 56.6GB | Proc: 1.0GB
22:17:20 | RAM: 56.7GB | Proc: 1.0GB
22:17:29 | RAM: 56.6GB | Proc: 1.0GB
22:17:31 | RAM: 56.6GB | Proc: 1.0GB
22:17:40 | RAM: 56.6GB | Proc: 1.0GB
22:17:41 | RAM: 56.7GB | Proc: 1.0GB
22:17:50 | RAM: 56.6GB | Proc: 1.0GB
22:17:52 | RAM: 56.7GB | Proc: 1.0GB
22:18:01 | RAM: 56.6GB | Proc: 1.0GB
22:18:03 | RAM: 56.7GB | Proc: 1.0GB
22:18:12 | RAM: 56.6GB | Proc: 1.0GB
22:18:13 | RAM: 56.8GB | Proc: 1.0GB
22:18:22 | RAM: 56.6GB | Proc: 1.0GB
22:18:25 | RAM: 56.6GB | Proc: 1.0GB
22:18:33 | RAM: 56.7GB | Proc: 1.0GB
22:18:35 | RAM: 56.7GB | Proc: 1.0GB
22:18:44 | RAM: 56.7GB | Proc: 1.0GB
22:18:46 | RAM: 56.6GB | Proc: 1.0GB
22:18:54 | RAM: 56.7GB | Proc: 1.0GB
22:18:57 | RAM: 56.7GB | Proc: 1.0GB
22:19:05 | RAM: 56.6GB | Proc: 1.0GB
22:19:08 | RAM: 56.8GB | Proc: 1.0GB
22:19:16 | RAM: 56.7GB | Proc: 1.0GB
22:19:19 | RAM: 56.7GB | Proc: 1.0GB
22:19:26 | RAM: 56.9GB | Proc: 1.0GB
22:19:30 | RAM: 56.7GB | Proc: 1.0GB
22:19:37 | RAM: 56.8GB | Proc: 1.0GB
22:19:40 | RAM: 56.8GB | Proc: 1.0GB
22:19:48 | RAM: 56.8GB | Proc: 1.0GB
22:19:51 | RAM: 56.7GB | Proc: 1.0GB
22:19:59 | RAM: 56.8GB | Proc: 1.0GB
22:20:02 | RAM: 56.7GB | Proc: 1.0GB
22:20:09 | RAM: 56.7GB | Proc: 1.0GB
22:20:12 | RAM: 56.7GB | Proc: 1.0GB
22:20:20 | RAM: 56.8GB | Proc: 1.0GB
22:20:23 | RAM: 56.8GB | Proc: 1.0GB
22:20:30 | RAM: 56.8GB | Proc: 1.0GB
22:20:34 | RAM: 56.8GB | Proc: 1.0GB
22:20:41 | RAM: 56.8GB | Proc: 1.0GB
22:20:44 | RAM: 56.8GB | Proc: 1.0GB
22:20:52 | RAM: 56.8GB | Proc: 1.0GB
22:20:55 | RAM: 56.8GB | Proc: 1.0GB
22:21:02 | RAM: 56.7GB | Proc: 1.0GB
22:21:06 | RAM: 56.9GB | Proc: 1.0GB
22:21:13 | RAM: 56.8GB | Proc: 1.0GB
22:21:17 | RAM: 56.7GB | Proc: 1.0GB
22:21:24 | RAM: 56.8GB | Proc: 1.0GB
22:21:28 | RAM: 56.7GB | Proc: 1.0GB
22:21:35 | RAM: 56.7GB | Proc: 1.0GB
22:21:39 | RAM: 57.0GB | Proc: 1.0GB
22:21:45 | RAM: 56.8GB | Proc: 1.0GB
22:21:50 | RAM: 56.9GB | Proc: 1.0GB
22:21:56 | RAM: 56.8GB | Proc: 1.0GB
22:22:01 | RAM: 56.8GB | Proc: 1.0GB
22:22:06 | RAM: 56.8GB | Proc: 1.0GB
22:22:11 | RAM: 57.0GB | Proc: 1.0GB
22:22:17 | RAM: 56.9GB | Proc: 1.0GB
22:22:22 | RAM: 57.0GB | Proc: 1.0GB
22:22:28 | RAM: 57.0GB | Proc: 1.0GB
22:22:33 | RAM: 56.9GB | Proc: 1.0GB
22:22:39 | RAM: 56.9GB | Proc: 1.0GB
22:22:44 | RAM: 57.0GB | Proc: 1.0GB
22:22:50 | RAM: 56.8GB | Proc: 1.0GB
22:22:55 | RAM: 57.0GB | Proc: 1.0GB
22:23:01 | RAM: 57.0GB | Proc: 1.0GB
22:23:06 | RAM: 56.9GB | Proc: 1.0GB
22:23:11 | RAM: 57.0GB | Proc: 1.0GB
22:23:16 | RAM: 57.0GB | Proc: 1.0GB
22:23:22 | RAM: 56.9GB | Proc: 1.0GB
22:23:27 | RAM: 56.9GB | Proc: 1.0GB
22:23:32 | RAM: 57.0GB | Proc: 1.0GB
22:23:38 | RAM: 56.8GB | Proc: 1.0GB
22:23:43 | RAM: 56.8GB | Proc: 1.0GB
22:23:49 | RAM: 57.0GB | Proc: 1.0GB
22:23:54 | RAM: 56.9GB | Proc: 1.0GB
22:23:59 | RAM: 56.9GB | Proc: 1.0GB
22:24:04 | RAM: 57.0GB | Proc: 1.0GB
22:24:10 | RAM: 57.0GB | Proc: 1.0GB
22:24:15 | RAM: 56.9GB | Proc: 1.0GB
22:24:20 | RAM: 57.1GB | Proc: 1.0GB
22:24:26 | RAM: 56.9GB | Proc: 1.0GB
22:24:31 | RAM: 56.9GB | Proc: 1.0GB
22:24:36 | RAM: 57.0GB | Proc: 1.0GB
22:24:42 | RAM: 57.0GB | Proc: 1.0GB
22:24:47 | RAM: 57.0GB | Proc: 1.0GB
22:24:53 | RAM: 57.1GB | Proc: 1.0GB
22:24:57 | RAM: 57.0GB | Proc: 1.0GB
22:25:04 | RAM: 57.0GB | Proc: 1.0GB
22:25:08 | RAM: 57.0GB | Proc: 1.0GB
22:25:15 | RAM: 56.9GB | Proc: 1.0GB
22:25:19 | RAM: 57.0GB | Proc: 1.0GB
22:25:26 | RAM: 57.1GB | Proc: 1.0GB
22:25:29 | RAM: 57.0GB | Proc: 1.0GB
22:25:37 | RAM: 57.0GB | Proc: 1.0GB
22:25:40 | RAM: 56.9GB | Proc: 1.0GB
22:25:48 | RAM: 56.9GB | Proc: 1.0GB
22:25:51 | RAM: 56.9GB | Proc: 1.0GB
22:25:58 | RAM: 57.1GB | Proc: 1.0GB
22:26:01 | RAM: 56.9GB | Proc: 1.0GB
22:26:09 | RAM: 56.9GB | Proc: 1.0GB
22:26:12 | RAM: 56.9GB | Proc: 1.0GB
22:26:20 | RAM: 57.0GB | Proc: 1.0GB
22:26:22 | RAM: 56.9GB | Proc: 1.0GB
22:26:31 | RAM: 57.1GB | Proc: 1.0GB
22:26:32 | RAM: 57.1GB | Proc: 1.0GB
22:26:42 | RAM: 57.0GB | Proc: 1.0GB
22:26:43 | RAM: 57.1GB | Proc: 1.0GB
22:26:53 | RAM: 57.0GB | Proc: 1.0GB
22:26:54 | RAM: 57.0GB | Proc: 1.0GB
22:27:03 | RAM: 57.1GB | Proc: 1.0GB
22:27:04 | RAM: 57.2GB | Proc: 1.0GB
22:27:14 | RAM: 57.0GB | Proc: 1.0GB
22:27:15 | RAM: 57.0GB | Proc: 1.0GB
22:27:25 | RAM: 57.0GB | Proc: 1.0GB
22:27:26 | RAM: 57.0GB | Proc: 1.0GB
22:27:35 | RAM: 57.2GB | Proc: 1.0GB
22:27:37 | RAM: 57.2GB | Proc: 1.0GB
22:27:46 | RAM: 57.0GB | Proc: 1.0GB
22:27:48 | RAM: 57.1GB | Proc: 1.0GB
22:27:57 | RAM: 57.1GB | Proc: 1.0GB
22:27:59 | RAM: 57.1GB | Proc: 1.0GB
22:28:08 | RAM: 57.2GB | Proc: 1.0GB
22:28:09 | RAM: 57.2GB | Proc: 1.0GB
22:28:18 | RAM: 57.0GB | Proc: 1.0GB
22:28:20 | RAM: 57.1GB | Proc: 1.0GB
22:28:29 | RAM: 57.1GB | Proc: 1.0GB
22:28:31 | RAM: 57.0GB | Proc: 1.0GB
22:28:40 | RAM: 57.0GB | Proc: 1.0GB
22:28:42 | RAM: 57.1GB | Proc: 1.0GB
22:28:50 | RAM: 57.0GB | Proc: 1.0GB
22:28:52 | RAM: 57.1GB | Proc: 1.0GB
22:29:01 | RAM: 57.2GB | Proc: 1.0GB
22:29:03 | RAM: 57.1GB | Proc: 1.0GB
22:29:12 | RAM: 57.1GB | Proc: 1.0GB
22:29:13 | RAM: 57.0GB | Proc: 1.0GB
22:29:23 | RAM: 57.0GB | Proc: 1.0GB
22:29:24 | RAM: 57.0GB | Proc: 1.0GB
22:29:34 | RAM: 57.2GB | Proc: 1.0GB
22:29:35 | RAM: 57.2GB | Proc: 1.0GB
22:29:44 | RAM: 57.1GB | Proc: 1.0GB
22:29:45 | RAM: 57.1GB | Proc: 1.0GB
22:29:55 | RAM: 57.1GB | Proc: 1.0GB
22:29:56 | RAM: 57.1GB | Proc: 1.0GB
22:30:05 | RAM: 57.2GB | Proc: 1.0GB
22:30:06 | RAM: 57.2GB | Proc: 1.0GB
22:30:16 | RAM: 57.1GB | Proc: 1.0GB
22:30:17 | RAM: 57.1GB | Proc: 1.0GB
22:30:27 | RAM: 57.2GB | Proc: 1.0GB
22:30:27 | RAM: 57.2GB | Proc: 1.0GB
22:30:38 | RAM: 57.2GB | Proc: 1.0GB
22:30:38 | RAM: 57.2GB | Proc: 1.0GB
22:30:48 | RAM: 57.2GB | Proc: 1.0GB
22:30:49 | RAM: 57.1GB | Proc: 1.0GB
22:30:59 | RAM: 57.2GB | Proc: 1.0GB
22:30:59 | RAM: 57.1GB | Proc: 1.0GB
22:31:10 | RAM: 57.2GB | Proc: 1.0GB
22:31:10 | RAM: 57.2GB | Proc: 1.0GB
22:31:20 | RAM: 57.1GB | Proc: 1.0GB
22:31:21 | RAM: 57.1GB | Proc: 1.0GB
22:31:31 | RAM: 57.3GB | Proc: 1.0GB
22:31:31 | RAM: 57.3GB | Proc: 1.0GB
22:31:42 | RAM: 57.2GB | Proc: 1.0GB
22:31:42 | RAM: 57.3GB | Proc: 1.0GB
22:31:53 | RAM: 57.2GB | Proc: 1.0GB
22:31:53 | RAM: 57.2GB | Proc: 1.0GB
22:32:03 | RAM: 57.4GB | Proc: 1.0GB
22:32:03 | RAM: 57.4GB | Proc: 1.0GB
22:32:14 | RAM: 57.2GB | Proc: 1.0GB
22:32:14 | RAM: 57.2GB | Proc: 1.0GB
22:32:25 | RAM: 57.2GB | Proc: 1.0GB
22:32:25 | RAM: 57.2GB | Proc: 1.0GB
22:32:35 | RAM: 57.1GB | Proc: 1.0GB
22:32:36 | RAM: 57.1GB | Proc: 1.0GB
22:32:46 | RAM: 57.2GB | Proc: 1.0GB
22:32:46 | RAM: 57.2GB | Proc: 1.0GB
22:32:57 | RAM: 57.2GB | Proc: 1.0GB
22:32:57 | RAM: 57.2GB | Proc: 1.0GB
22:33:08 | RAM: 57.3GB | Proc: 1.0GB
22:33:08 | RAM: 57.3GB | Proc: 1.0GB
22:33:19 | RAM: 57.2GB | Proc: 1.0GB
22:33:19 | RAM: 57.2GB | Proc: 1.0GB
22:33:30 | RAM: 57.3GB | Proc: 1.0GB
22:33:30 | RAM: 57.3GB | Proc: 1.0GB
22:33:40 | RAM: 57.2GB | Proc: 1.0GB
22:33:40 | RAM: 57.2GB | Proc: 1.0GB
22:33:51 | RAM: 57.3GB | Proc: 1.0GB
22:33:51 | RAM: 57.2GB | Proc: 1.0GB
22:34:02 | RAM: 57.3GB | Proc: 1.0GB
22:34:02 | RAM: 57.4GB | Proc: 1.0GB
22:34:13 | RAM: 57.3GB | Proc: 1.0GB
22:34:13 | RAM: 57.3GB | Proc: 1.0GB
22:34:23 | RAM: 57.4GB | Proc: 1.0GB
22:34:24 | RAM: 57.4GB | Proc: 1.0GB
22:34:34 | RAM: 57.2GB | Proc: 1.0GB
22:34:34 | RAM: 57.2GB | Proc: 1.0GB
22:34:45 | RAM: 57.2GB | Proc: 1.0GB
22:34:45 | RAM: 57.3GB | Proc: 1.0GB
22:34:55 | RAM: 57.2GB | Proc: 1.0GB
22:34:56 | RAM: 57.2GB | Proc: 1.0GB
22:35:06 | RAM: 57.2GB | Proc: 1.0GB
22:35:07 | RAM: 57.2GB | Proc: 1.0GB
22:35:17 | RAM: 57.2GB | Proc: 1.0GB
22:35:17 | RAM: 57.2GB | Proc: 1.0GB
22:35:28 | RAM: 57.3GB | Proc: 1.0GB
22:35:28 | RAM: 57.3GB | Proc: 1.0GB
22:35:38 | RAM: 57.2GB | Proc: 1.0GB
22:35:38 | RAM: 57.2GB | Proc: 1.0GB
22:35:49 | RAM: 57.3GB | Proc: 1.0GB
22:35:49 | RAM: 57.4GB | Proc: 1.0GB
22:36:00 | RAM: 57.5GB | Proc: 1.0GB
22:36:00 | RAM: 57.5GB | Proc: 1.0GB
22:36:10 | RAM: 57.4GB | Proc: 1.0GB
22:36:11 | RAM: 57.4GB | Proc: 1.0GB
22:36:21 | RAM: 57.3GB | Proc: 1.0GB
22:36:22 | RAM: 57.4GB | Proc: 1.0GB
22:36:31 | RAM: 57.5GB | Proc: 1.0GB
22:36:33 | RAM: 57.5GB | Proc: 1.0GB
22:36:42 | RAM: 57.4GB | Proc: 1.0GB
22:36:44 | RAM: 57.4GB | Proc: 1.0GB
22:36:52 | RAM: 57.4GB | Proc: 1.0GB
22:36:54 | RAM: 57.4GB | Proc: 1.0GB
22:37:03 | RAM: 57.4GB | Proc: 1.0GB
22:37:05 | RAM: 57.5GB | Proc: 1.0GB
22:37:13 | RAM: 57.4GB | Proc: 1.0GB
22:37:16 | RAM: 57.5GB | Proc: 1.0GB
22:37:24 | RAM: 57.5GB | Proc: 1.0GB
22:37:27 | RAM: 57.5GB | Proc: 1.0GB
22:37:34 | RAM: 57.6GB | Proc: 1.0GB
22:37:37 | RAM: 57.7GB | Proc: 1.0GB
22:37:45 | RAM: 57.4GB | Proc: 1.0GB
22:37:48 | RAM: 57.5GB | Proc: 1.0GB
22:37:55 | RAM: 57.4GB | Proc: 1.0GB
22:37:59 | RAM: 57.5GB | Proc: 1.0GB
22:38:06 | RAM: 57.4GB | Proc: 1.0GB
22:38:09 | RAM: 57.6GB | Proc: 1.0GB
22:38:16 | RAM: 57.4GB | Proc: 1.0GB
22:38:20 | RAM: 57.5GB | Proc: 1.0GB
22:38:27 | RAM: 57.6GB | Proc: 1.0GB
22:38:31 | RAM: 57.4GB | Proc: 1.0GB
22:38:38 | RAM: 57.6GB | Proc: 1.0GB
22:38:42 | RAM: 57.6GB | Proc: 1.0GB
22:38:48 | RAM: 57.5GB | Proc: 1.0GB
22:38:53 | RAM: 57.5GB | Proc: 1.0GB
22:38:59 | RAM: 57.6GB | Proc: 1.0GB
22:39:04 | RAM: 57.4GB | Proc: 1.0GB
22:39:10 | RAM: 57.5GB | Proc: 1.0GB
22:39:15 | RAM: 57.6GB | Proc: 1.0GB
22:39:20 | RAM: 57.5GB | Proc: 1.0GB
22:39:26 | RAM: 57.5GB | Proc: 1.0GB
22:39:31 | RAM: 57.6GB | Proc: 1.0GB
22:39:37 | RAM: 57.6GB | Proc: 1.0GB
22:39:42 | RAM: 57.6GB | Proc: 1.0GB
22:39:47 | RAM: 57.6GB | Proc: 1.0GB
22:39:53 | RAM: 57.6GB | Proc: 1.0GB
22:39:58 | RAM: 57.6GB | Proc: 1.0GB
22:40:04 | RAM: 57.5GB | Proc: 1.0GB
22:40:09 | RAM: 57.5GB | Proc: 1.0GB
22:40:14 | RAM: 57.5GB | Proc: 1.0GB
22:40:20 | RAM: 57.5GB | Proc: 1.0GB
22:40:25 | RAM: 57.5GB | Proc: 1.0GB
22:40:30 | RAM: 57.5GB | Proc: 1.0GB
22:40:36 | RAM: 57.5GB | Proc: 1.0GB
22:40:41 | RAM: 57.5GB | Proc: 1.0GB
22:40:46 | RAM: 57.5GB | Proc: 1.0GB
22:40:52 | RAM: 57.5GB | Proc: 1.0GB
22:40:57 | RAM: 57.7GB | Proc: 1.0GB
22:41:03 | RAM: 57.5GB | Proc: 1.0GB
22:41:08 | RAM: 57.7GB | Proc: 1.0GB
22:41:14 | RAM: 57.7GB | Proc: 1.0GB
22:41:19 | RAM: 57.6GB | Proc: 1.0GB
22:41:24 | RAM: 57.7GB | Proc: 1.0GB
22:41:29 | RAM: 57.7GB | Proc: 1.0GB
22:41:35 | RAM: 57.6GB | Proc: 1.0GB
22:41:40 | RAM: 57.6GB | Proc: 1.0GB
22:41:46 | RAM: 57.9GB | Proc: 1.0GB
22:41:51 | RAM: 57.7GB | Proc: 1.0GB
22:41:57 | RAM: 57.8GB | Proc: 1.0GB
22:42:02 | RAM: 57.9GB | Proc: 1.0GB
22:42:08 | RAM: 57.8GB | Proc: 1.0GB
22:42:12 | RAM: 57.8GB | Proc: 1.0GB
22:42:18 | RAM: 57.8GB | Proc: 1.0GB
22:42:23 | RAM: 57.7GB | Proc: 1.0GB
22:42:29 | RAM: 57.8GB | Proc: 1.0GB
22:42:34 | RAM: 57.7GB | Proc: 1.0GB
